Cruise,Station,dec.yr,Depth,Temp,Sal,SigmaT,Delta-D
LO3,2,1989.485,200,5.12,32.95,26.037,0.587116
LO3,2,1989.485,250,5.277,33.271,26.273,0.682604
LO3,3,1989.485,0,10.883,26.569,20.239,0
LO3,3,1989.485,10,9.551,29.532,22.757,0.062791
LO3,3,1989.485,20,8.335,30.573,23.752,0.1082
LO3,3,1989.485,30,7.974,31.098,24.215,0.147214
LO3,3,1989.485,50,6.981,31.327,24.529,0.218695
LO3,3,1989.485,75,5.623,31.976,25.208,0.2932
LO3,3,1989.485,100,5.152,32.139,25.391,0.36013
LO3,3,1989.485,150,4.927,32.495,25.698,0.484123
LO3,3,1989.485,200,5.122,32.922,26.014,0.590829
LO3,3,1989.485,250,5.27,33.251,26.258,0.686636
LO3,4,1989.485,0,11.238,26.526,20.148,0
LO3,4,1989.485,10,9.888,29.032,22.315,0.064476
LO3,4,1989.485,20,8.232,30.685,23.854,0.110839
LO3,4,1989.485,30,7.971,31.109,24.224,0.149109
LO3,4,1989.485,50,6.752,31.437,24.646,0.220955
LO3,4,1989.485,75,5.738,32.019,25.229,0.295483
LO3,4,1989.485,100,5.271,32.211,25.435,0.361844
LO3,4,1989.485,150,4.839,32.531,25.736,0.4837
LO3,4,1989.485,200,5.132,32.909,26.003,0.589948
LO3,4,1989.485,250,5.272,33.229,26.24,0.685641
LO3,5,1989.485,0,11.908,26.206,19.787,0
LO3,5,1989.485,10,9.454,29.688,22.894,0.062947
LO3,5,1989.485,20,8.223,30.704,23.871,0.108252
LO3,5,1989.485,30,7.558,31.139,24.305,0.146702
LO3,5,1989.485,50,6.692,31.445,24.66,0.216977
LO3,5,1989.485,75,5.841,32.074,25.26,0.291673
LO3,5,1989.485,100,5.227,32.236,25.46,0.357335
LO3,5,1989.485,150,4.888,32.61,25.793,0.477642
LO3,5,1989.485,200,5.121,32.895,25.993,0.584407
LO3,5,1989.485,250,5.261,33.228,26.241,0.6811
LO3,6,1989.485,0,11.854,26.303,19.871,0
LO3,6,1989.485,10,9.3,29.794,23,0.062425
LO3,6,1989.485,20,8.303,30.587,23.768,0.106934
LO3,6,1989.485,30,7.742,31.012,24.18,0.14574
LO3,6,1989.485,50,7.016,31.499,24.66,0.215286
LO3,6,1989.485,75,5.256,32.069,25.324,0.29059
LO3,6,1989.485,100,5.154,32.168,25.414,0.356548
LO3,7,1989.485,0,11.824,26.364,19.924,0
LO3,7,1989.485,10,9.288,29.806,23.011,0.062862
LO3,7,1989.485,20,8.251,30.649,23.824,0.107229
LO3,7,1989.485,30,7.681,31.177,24.317,0.145813
LO3,7,1989.485,50,7.227,31.69,24.782,0.213966
LO3,7,1989.485,75,4.941,31.904,25.228,0.288807
HX132,2,1989.753,0,10.467,23.902,18.233,0
HX132,2,1989.753,10,10.973,25.569,19.448,0.0879
HX132,2,1989.753,20,11.123,27.221,20.706,0.165019
HX132,2,1989.753,30,10.819,28.332,21.62,0.231159
HX132,2,1989.753,50,8.307,31.4,24.404,0.32853
HX132,2,1989.753,75,6.323,32.149,25.261,0.40331
HX132,2,1989.753,100,5.584,32.464,25.599,0.46761
HX132,2,1989.753,150,5.351,32.745,25.848,0.582706
HX132,2,1989.753,200,5.269,33.164,26.189,0.683421
HX132,2,1989.753,250,5.307,33.293,26.287,0.773931
HX132,10,1989.767,0,10.19,22.924,17.515,0
HX132,10,1989.767,10,10.872,26.234,19.981,0.089809
HX132,10,1989.767,20,10.967,28.042,21.37,0.160932
HX132,10,1989.767,30,10.793,28.897,22.063,0.222019
HX132,10,1989.767,50,9.563,30.987,23.891,0.322488
HX132,10,1989.767,75,6.687,32.101,25.177,0.402102
HX132,10,1989.767,100,5.812,32.397,25.519,0.468386
HX132,10,1989.767,150,5.326,32.739,25.847,0.586632
HX132,10,1989.767,200,5.258,33.121,26.156,0.687562
HX132,10,1989.767,250,5.306,33.35,26.333,0.777584
HX133,10,1989.817,0,7.505,26.995,21.059,0
HX133,10,1989.817,10,7.503,26.978,21.045,0.067454
HX133,10,1989.817,20,7.604,27.071,21.106,0.134726
HX133,10,1989.817,30,8.821,29.54,22.873,0.194223
HX133,10,1989.817,50,9.376,31.281,24.149,0.278488
HX133,10,1989.817,75,7.411,31.912,24.932,0.364149
HX133,10,1989.817,100,6.126,32.321,25.421,0.435326
HX133,10,1989.817,150,5.402,32.639,25.758,0.556787
HX133,10,1989.817,200,5.274,32.925,26,0.664699
HX133,10,1989.817,250,5.283,33.175,26.197,0.760511
HX134,2,1989.824,0,7.018,26.115,20.427,0
HX134,2,1989.824,10,7.533,26.858,20.948,0.071934
HX134,2,1989.824,20,7.761,27.379,21.327,0.139108
HX134,2,1989.824,30,8.601,28.585,22.158,0.20004
HX134,2,1989.824,50,8.98,30.302,23.445,0.303228
HX134,2,1989.824,75,8.619,31.437,24.387,0.399531
HX134,2,1989.824,100,7.506,31.717,24.766,0.484485
HX134,2,1989.824,150,5.434,32.435,25.593,0.622031
HX134,2,1989.824,200,5.255,32.849,25.941,0.73433
HX134,2,1989.824,250,5.273,33.046,26.095,0.835732
HX134,66,1989.840,0,6.906,26.537,20.772,0
HX134,66,1989.840,10,7.499,27.827,21.712,0.067452
HX134,66,1989.840,20,7.913,28.571,22.242,0.125979
HX134,66,1989.840,30,8.681,30.189,23.402,0.175275
HX134,66,1989.840,50,9.004,31.046,24.023,0.258877
HX134,66,1989.840,75,8.084,31.638,24.623,0.35076
HX134,66,1989.840,100,7.086,32.01,25.053,0.428546
HX134,66,1989.840,150,5.771,32.465,25.578,0.562899
HX134,66,1989.840,200,5.293,32.862,25.948,0.676844
HX134,66,1989.840,250,5.278,33.092,26.131,0.7772
HX135,2,1989.929,0,5.223,30.192,23.842,0
HX135,2,1989.929,10,5.306,30.255,23.883,0.040686
HX135,2,1989.929,20,5.407,30.323,23.926,0.080797
HX135,2,1989.929,30,5.52,30.406,23.979,0.120646
HX135,2,1989.929,50,6.044,30.917,24.323,0.196917
HX135,2,1989.929,75,6.644,31.573,24.767,0.283148
HX135,2,1989.929,100,6.574,31.772,24.932,0.360739
HX135,2,1989.929,150,6.436,32.051,25.169,0.510281
HX135,2,1989.929,200,6.001,32.554,25.621,0.644336
HX135,2,1989.929,250,5.358,33.307,26.292,0.7465
HX135,21,1989.934,0,5.701,30.601,24.113,0
HX135,21,1989.934,10,5.703,30.597,24.11,0.038212
HX135,21,1989.934,20,5.714,30.599,24.11,0.076446
HX135,21,1989.934,30,5.821,30.725,24.197,0.114481
HX135,21,1989.934,50,5.849,30.769,24.229,0.188816
HX135,21,1989.934,75,5.897,30.832,24.273,0.281196
HX135,21,1989.934,100,6.622,31.592,24.784,0.366249
HX135,21,1989.934,150,6.68,32.104,25.18,0.514582
HX135,21,1989.934,200,5.728,32.773,25.826,0.645353
HX135,21,1989.934,250,5.339,33.331,26.314,0.738529
HX137,1,1990.257,0,3.376,31.334,24.928,0
HX137,1,1990.257,10,3.499,31.467,25.023,0.029943
HX137,1,1990.257,20,3.535,31.479,25.029,0.059435
HX137,1,1990.257,30,3.552,31.491,25.038,0.088874
HX137,1,1990.257,50,3.602,31.529,25.063,0.147421
HX137,1,1990.257,75,3.759,31.647,25.143,0.219589
HX137,1,1990.257,100,4.131,31.84,25.26,0.289692
HX137,1,1990.257,150,4.54,32.046,25.383,0.423253
HX137,1,1990.257,200,5.345,32.778,25.875,0.546792
HX137,1,1990.257,250,5.741,33.15,26.123,0.648511
HX139,2,1990.433,0,11.367,30.113,22.91,0
HX139,2,1990.433,10,8.692,31.378,24.33,0.043553
HX139,2,1990.433,20,6.818,31.528,24.709,0.077733
HX139,2,1990.433,30,6.053,31.62,24.876,0.109321
HX139,2,1990.433,50,5.267,31.695,25.027,0.169721
HX139,2,1990.433,75,4.143,31.82,25.243,0.241325
HX139,2,1990.433,100,4.971,32.208,25.466,0.307223
HX139,2,1990.433,150,5.277,32.859,25.947,0.42213
HX139,2,1990.433,200,5.272,33.209,26.224,0.519709
HX139,2,1990.433,250,5.334,33.383,26.355,0.608565
HX140,9,1990.536,0,12.762,28.77,21.617,0
HX140,9,1990.536,10,12.047,29.55,22.353,0.058956
HX140,9,1990.536,20,11.619,29.765,22.595,0.112684
HX140,9,1990.536,30,11.129,30.623,23.348,0.16265
HX140,9,1990.536,50,7.556,31.525,24.608,0.24024
HX140,9,1990.536,75,6.071,32.051,25.215,0.314936
HX140,9,1990.536,100,5.171,32.303,25.518,0.381128
HX140,9,1990.536,150,5.299,32.859,25.944,0.496241
HX140,9,1990.536,200,5.257,33.293,26.293,0.589846
HX140,9,1990.536,250,5.309,33.424,26.391,0.676029
HX141,2,1990.589,0,12.434,25.988,19.526,0
HX141,2,1990.589,10,12.421,26.756,20.122,0.080269
HX141,2,1990.589,20,12.323,28.038,21.131,0.151203
HX141,2,1990.589,30,12.103,28.983,21.903,0.213809
HX141,2,1990.589,50,10.607,31.246,23.921,0.314661
HX141,2,1990.589,75,5.702,31.605,24.906,0.401179
HX141,2,1990.589,100,5.097,32.023,25.305,0.472408
HX141,2,1990.589,150,5.292,32.717,25.833,0.593712
HX141,2,1990.589,200,5.282,33.128,26.159,0.694908
HX141,2,1990.589,250,5.3,33.25,26.254,0.787044
HX141,22,1990.645,0,13.501,24.718,18.352,0
HX141,22,1990.645,10,13.139,28.105,21.033,0.083864
HX141,22,1990.645,20,12.674,29.721,22.369,0.143909
HX141,22,1990.645,30,12.467,30.263,22.828,0.196392
HX141,22,1990.645,50,10.312,31.098,23.856,0.287477
HX141,22,1990.645,75,7.642,31.818,24.826,0.377236
HX141,22,1990.645,100,5.412,32.17,25.387,0.44887
HX141,22,1990.645,150,5.354,32.749,25.851,0.567838
HX141,22,1990.645,200,5.302,33.213,26.224,0.666033
HX141,22,1990.645,250,5.293,33.314,26.305,0.755572
HX143,2,1990.696,0,12.845,23.952,17.88,0
HX143,2,1990.696,10,12.623,27.415,20.595,0.083299
HX143,2,1990.696,20,12.871,28.791,21.613,0.150181
HX143,2,1990.696,30,11.524,29.92,22.733,0.207206
HX143,2,1990.696,50,8.712,31.614,24.512,0.289233
HX143,2,1990.696,75,6.534,32.042,25.149,0.366815
HX143,2,1990.696,100,5.772,32.305,25.451,0.434227
HX143,2,1990.696,150,5.404,32.707,25.812,0.554428
HX143,2,1990.696,200,5.326,33.096,26.129,0.65615
HX143,2,1990.696,250,5.295,33.263,26.265,0.749187
HX143,18,1990.697,0,12.8,25.965,19.443,0
HX143,18,1990.697,10,12.849,26.086,19.527,0.082771
HX143,18,1990.697,20,12.784,28.588,21.472,0.155083
HX143,18,1990.697,30,12.089,29.777,22.521,0.214918
HX143,18,1990.697,50,8.539,31.477,24.431,0.300128
HX143,18,1990.697,75,6.629,31.907,25.032,0.38023
HX143,18,1990.697,100,5.825,32.26,25.409,0.449153
HX143,18,1990.697,150,5.466,32.647,25.758,0.5716
HX143,18,1990.697,200,5.327,33.053,26.095,0.675697
HX143,18,1990.697,250,5.295,33.222,26.232,0.769845
HX144,2,1990.753,0,9.844,25.151,19.298,0
HX144,2,1990.753,10,10.281,25.883,19.802,0.083366
HX144,2,1990.753,20,10.776,27.272,20.803,0.159298
HX144,2,1990.753,30,11.045,29.812,22.731,0.217975
HX144,2,1990.753,50,10.123,31.366,24.096,0.30079
HX144,2,1990.753,75,6.565,31.904,25.037,0.381612
HX144,2,1990.753,100,6.052,32.196,25.331,0.451939
HX144,2,1990.753,150,5.454,32.707,25.806,0.573016
HX144,2,1990.753,200,5.521,33.042,26.064,0.675402
HX144,2,1990.753,250,5.324,33.245,26.247,0.770015
HX144,33,1990.759,0,9.422,25.409,19.56,0
HX144,33,1990.759,10,9.422,25.409,19.56,0.081802
HX144,33,1990.759,20,9.638,25.568,19.653,0.163199
HX144,33,1990.759,30,11.106,29.076,22.149,0.231359
HX144,33,1990.759,50,10.002,31.384,24.13,0.322028
HX144,33,1990.759,75,6.541,31.795,24.954,0.404954
HX144,33,1990.759,100,6.105,32.159,25.296,0.475954
HX144,33,1990.759,150,5.444,32.735,25.83,0.59775
HX144,33,1990.759,200,5.529,32.978,26.012,0.703402
HX144,33,1990.759,250,5.379,33.195,26.201,0.799973
HX144,77,1990.763,0,9.305,24.603,18.948,0
HX144,77,1990.763,10,9.558,24.844,19.101,0.087073
HX144,77,1990.763,20,9.819,25.398,19.494,0.171708
HX144,77,1990.763,30,10.798,28.083,21.429,0.247457
HX144,77,1990.763,50,10.382,31.266,23.975,0.344406
HX144,77,1990.763,75,6.554,31.859,25.003,0.430966
HX144,77,1990.763,100,5.939,32.265,25.4,0.501143
HX144,77,1990.763,150,5.484,32.806,25.881,0.618304
HX144,77,1990.763,200,5.33,33.13,26.156,0.718617
HX144,77,1990.763,250,5.311,33.262,26.262,0.81044
HX145,3,1990.948,0,4.589,31.113,24.638,0
HX145,3,1990.948,10,4.599,31.137,24.656,0.032171
HX145,3,1990.948,20,4.61,31.144,24.66,0.065186
HX145,3,1990.948,30,4.723,31.184,24.68,0.09812
HX145,3,1990.948,50,4.801,31.198,24.684,0.163725
HX145,3,1990.948,75,5.024,31.271,24.718,0.245564
HX145,3,1990.948,100,6.125,31.795,25.006,0.32366
HX145,3,1990.948,150,6.081,32.151,25.292,0.465387
HX145,3,1990.948,200,5.826,32.839,25.866,0.591868
HX145,3,1990.948,250,5.686,33.13,26.114,0.692942
HX145,36,1990.956,0,4.414,31.258,24.771,0
HX145,36,1990.956,10,4.425,31.255,24.767,0.031948
HX145,36,1990.956,20,4.515,31.265,24.766,0.063915
HX145,36,1990.956,30,4.452,31.253,24.763,0.095916
HX145,36,1990.956,50,4.664,31.321,24.795,0.159675
HX145,36,1990.956,75,4.999,31.442,24.856,0.238614
HX145,36,1990.956,100,5.622,31.81,25.077,0.313868
HX145,36,1990.956,150,5.738,32.189,25.363,0.452086
HX145,36,1990.956,200,5.837,32.864,25.885,0.576291
HX145,36,1990.956,250,5.761,33.165,26.132,0.67694
HX146,2,1991.109,0,2.898,31.597,25.178,0
HX146,2,1991.109,10,2.932,31.625,25.197,0.028001
HX146,2,1991.109,20,3.027,31.65,25.21,0.055787
HX146,2,1991.109,30,3.025,31.654,25.213,0.083517
HX146,2,1991.109,50,3.051,31.667,25.221,0.138909
HX146,2,1991.109,75,3.075,31.673,25.224,0.208034
HX146,2,1991.109,100,3.067,31.679,25.229,0.277108
HX146,2,1991.109,150,3.805,32.009,25.427,0.411136
HX146,2,1991.109,200,4.997,32.446,25.651,0.53503
HX146,2,1991.109,250,5.482,32.953,25.998,0.64648
LO5,1,1991.237,0,2.832,31.451,25.067,0
LO5,1,1991.237,10,2.864,31.541,25.136,0.028636
LO5,1,1991.237,20,2.873,31.543,25.137,0.057084
LO5,1,1991.237,30,2.887,31.557,25.147,0.085488
LO5,1,1991.237,50,2.917,31.641,25.211,0.141289
LO5,1,1991.237,75,3.14,31.729,25.263,0.210239
LO5,1,1991.237,100,3.718,31.97,25.403,0.276253
LO5,1,1991.237,150,4.35,32.312,25.613,0.401866
LO5,1,1991.237,200,4.686,32.596,25.804,0.516031
LO6,2,1991.317,0,3.755,31.239,24.818,0
LO6,2,1991.317,10,3.711,31.317,24.885,0.031391
LO6,2,1991.317,20,3.685,31.412,24.962,0.061681
LO6,2,1991.317,30,3.707,31.467,25.004,0.091545
LO6,2,1991.317,50,3.707,31.504,25.034,0.150738
LO6,2,1991.317,75,3.674,31.694,25.188,0.221613
LO6,2,1991.317,100,4.009,31.824,25.26,0.290599
LO6,2,1991.317,150,4.26,32.135,25.482,0.421431
LO6,2,1991.317,200,4.708,32.521,25.742,0.542601
LO6,2,1991.317,250,4.929,32.764,25.91,0.652799
LO7,1,1991.388,0,7.043,28.715,22.467,0
LO7,1,1991.388,10,5.674,30.984,24.419,0.044804
LO7,1,1991.388,20,5.141,31.257,24.694,0.078383
LO7,1,1991.388,30,4.986,31.321,24.761,0.11076
LO7,1,1991.388,50,5.062,31.518,24.909,0.173611
LO7,1,1991.388,75,4.196,31.634,25.091,0.248446
LO7,1,1991.388,100,4.32,31.963,25.34,0.31734
LO7,1,1991.388,150,4.905,32.314,25.557,0.446018
LO7,1,1991.388,200,4.85,32.565,25.762,0.563345
LO7,1,1991.388,250,4.87,32.684,25.854,0.673889
LO8,2,1991.462,0,8.161,30.318,23.577,0
LO8,2,1991.462,10,8.098,30.34,23.603,0.04326
LO8,2,1991.462,20,7.917,30.44,23.707,0.085944
LO8,2,1991.462,30,6.703,30.929,24.252,0.125775
LO8,2,1991.462,50,5.67,31.397,24.746,0.193298
LO8,2,1991.462,75,4.601,31.671,25.079,0.269624
LO8,2,1991.462,100,4.899,31.978,25.292,0.340113
LO8,2,1991.462,150,4.829,32.422,25.65,0.46748
LO8,2,1991.462,200,4.936,32.643,25.814,0.581276
LO8,3,1991.462,0,8.229,30.325,23.573,0
LO8,3,1991.462,10,8.108,30.352,23.611,0.043224
LO8,3,1991.462,20,8.05,30.379,23.64,0.086148
LO8,3,1991.462,30,7.018,30.836,24.138,0.126505
LO8,3,1991.462,50,5.698,31.423,24.763,0.194362
LO8,3,1991.462,75,4.795,31.718,25.096,0.270852
LO8,3,1991.462,100,4.899,31.975,25.288,0.341232
LO8,3,1991.462,150,4.848,32.438,25.661,0.468771
LO8,3,1991.462,200,5.003,32.656,25.817,0.58212
LO9,1,1991.559,0,11.952,28.275,21.381,0
LO9,1,1991.559,10,11.885,28.594,21.64,0.062483
LO9,1,1991.559,20,10.056,30.05,23.081,0.119727
LO9,1,1991.559,30,8.731,30.561,23.685,0.165448
LO9,1,1991.559,50,6.796,31.393,24.605,0.239617
LO9,1,1991.559,75,5.616,31.728,25.014,0.319243
LO9,1,1991.559,100,5.104,32.122,25.383,0.389719
LO9,1,1991.559,150,5.04,32.745,25.883,0.511108
LO9,1,1991.559,200,5.134,33.104,26.158,0.60998
LO9,2,1991.559,0,11.8,28.643,21.693,0
LO9,2,1991.559,10,11.794,28.664,21.711,0.059775
LO9,2,1991.559,20,11.399,29.647,22.542,0.119645
LO9,2,1991.559,30,8.985,30.666,23.729,0.165346
LO9,2,1991.559,50,6.839,31.345,24.562,0.240031
LO9,2,1991.559,75,5.627,31.817,25.082,0.31839
LO9,2,1991.559,100,5.348,32.113,25.348,0.388412
LO9,2,1991.559,150,5.005,32.693,25.846,0.510208
LO9,2,1991.559,200,5.122,33.155,26.199,0.609806
LO10,2,1991.639,0,12.779,23.054,17.199,0
LO10,2,1991.639,10,11.709,28.527,21.62,0.075288
LO10,2,1991.639,20,11.729,29.114,22.071,0.134503
LO10,2,1991.639,30,11.085,29.75,22.676,0.190304
LO10,2,1991.639,50,9.119,31.117,24.061,0.281179
LO10,2,1991.639,75,6.172,31.921,25.1,0.364662
LO10,2,1991.639,100,5.762,32.198,25.367,0.433429
HX159,105,1991.738,0,10.585,25.749,19.65,0
HX159,105,1991.738,10,11.084,27.161,20.666,0.0758
HX159,105,1991.738,20,11.033,28.413,21.646,0.142606
HX159,105,1991.738,30,11.145,29.877,22.766,0.199876
HX159,105,1991.738,50,11.391,30.393,23.123,0.300602
HX159,105,1991.738,75,10.604,31.348,24.002,0.406511
HX159,105,1991.738,100,8.247,31.795,24.722,0.496267
HX159,105,1991.738,150,5.372,32.557,25.697,0.632619
HX159,105,1991.738,200,5.195,33.112,26.157,0.734916
HX159,105,1991.738,250,5.225,33.247,26.26,0.827527
HX160,3,1991.757,0,10.162,26.832,20.558,0
HX160,3,1991.757,10,10.345,27.157,20.783,0.071191
HX160,3,1991.757,20,10.427,27.612,21.123,0.139816
HX160,3,1991.757,30,10.526,28.305,21.647,0.204791
HX160,3,1991.757,50,10.628,29.123,22.266,0.3231
HX160,3,1991.757,75,10.852,30.487,23.29,0.450784
HX160,3,1991.757,100,8.562,31.748,24.64,0.548537
HX160,3,1991.757,150,5.554,32.511,25.64,0.684418
HX160,3,1991.757,200,5.228,33.11,26.151,0.79017
HX160,3,1991.757,250,5.22,33.279,26.286,0.882055
LO11,1,1991.869,0,7.25,29.111,22.752,0
LO11,1,1991.869,10,7.312,29.389,22.963,0.049294
LO11,1,1991.869,20,7.427,29.425,22.976,0.098384
LO11,1,1991.869,30,7.583,29.477,22.996,0.147382
LO11,1,1991.869,50,8.669,30.496,23.643,0.241411
LO11,1,1991.869,75,9.167,31.33,24.221,0.340966
LO11,1,1991.869,100,8.669,31.695,24.581,0.430378
LO11,1,1991.869,150,6.287,32.55,25.581,0.576521
LO11,1,1991.869,200,5.407,32.928,25.986,0.687419
LO12,1,1992.075,0,4.568,30.686,24.302,0
LO12,1,1992.075,10,4.914,30.872,24.413,0.035536
LO12,1,1992.075,20,4.977,30.909,24.436,0.070795
LO12,1,1992.075,30,4.973,30.946,24.466,0.105766
LO12,1,1992.075,50,5.079,30.996,24.494,0.175061
LO12,1,1992.075,75,5.135,31.018,24.505,0.261427
LO12,1,1992.075,100,5.212,31.083,24.549,0.347372
LO12,1,1992.075,150,6.175,31.591,24.838,0.510905
LO12,1,1992.075,200,6.458,31.96,25.095,0.663067
HX161,4,1992.208,0,3.872,31.003,24.62,0
HX161,4,1992.208,10,4.137,31.085,24.66,0.033277
HX161,4,1992.208,20,4.088,31.094,24.672,0.066252
HX161,4,1992.208,30,4.102,31.126,24.696,0.099059
HX161,4,1992.208,50,4.023,31.192,24.756,0.163794
HX161,4,1992.208,75,4.211,31.331,24.849,0.242669
HX161,4,1992.208,100,4.218,31.393,24.897,0.319931
HX161,4,1992.208,150,5.062,31.753,25.096,0.468751
HX161,4,1992.208,200,5.595,32.021,25.247,0.609416
HX161,4,1992.208,250,5.869,32.222,25.374,0.744442
LO13,1,1992.308,0,5.968,30.513,24.013,0
LO13,1,1992.308,10,4.728,31.046,24.57,0.033365
LO13,1,1992.308,20,4.51,31.091,24.628,0.066994
LO13,1,1992.308,30,4.452,31.141,24.674,0.100056
LO13,1,1992.308,50,4.349,31.231,24.756,0.164769
LO13,1,1992.308,75,4.439,31.359,24.848,0.244018
LO13,1,1992.308,100,5.035,31.543,24.932,0.321193
LO13,1,1992.308,150,5.731,31.891,25.129,0.468802
LO13,1,1992.308,200,5.84,32.231,25.385,0.605446
LO13,1,1992.308,250,5.811,32.518,25.615,0.732749
LO13,2,1992.308,0,5.759,30.947,24.38,0
LO13,2,1992.308,10,4.775,31.12,24.624,0.033246
LO13,2,1992.308,20,4.463,31.12,24.656,0.066412
LO13,2,1992.308,30,4.397,31.127,24.668,0.099372
LO13,2,1992.308,50,4.41,31.235,24.753,0.164227
LO13,2,1992.308,75,4.413,31.347,24.842,0.243688
LO13,2,1992.308,100,5.035,31.539,24.929,0.320928
LO13,2,1992.308,150,5.722,31.894,25.132,0.468471
LO13,2,1992.308,200,5.837,32.228,25.382,0.605149
LO13,2,1992.308,250,5.796,32.54,25.634,0.73217
LO14,2,1992.387,0,7.945,30.766,23.959,0
LO14,2,1992.387,10,7.32,30.846,24.107,0.03832
LO14,2,1992.387,20,6.225,31.067,24.42,0.075059
LO14,2,1992.387,30,5.753,31.203,24.583,0.109541
LO14,2,1992.387,50,5.762,31.193,24.574,0.177749
LO14,2,1992.387,75,4.914,31.405,24.836,0.259802
LO14,2,1992.387,100,5.116,31.641,25.001,0.336682
LO14,2,1992.387,150,5.985,32.371,25.478,0.475814
LO14,2,1992.387,200,5.764,32.546,25.642,0.598761
LO14,2,1992.387,250,5.644,32.621,25.716,0.716183
LO15,1,1992.475,0,11.092,28.502,21.706,0
LO15,1,1992.475,10,10.297,30.483,23.379,0.055064
LO15,1,1992.475,20,8.971,30.915,23.926,0.09683
LO15,1,1992.475,30,8.04,31.053,24.17,0.135388
LO15,1,1992.475,50,7.215,31.299,24.477,0.207734
LO15,1,1992.475,75,6.373,31.493,24.737,0.291634
LO15,1,1992.475,100,7.058,31.882,24.956,0.370067
LO15,1,1992.475,150,6.238,32.255,25.355,0.513884
LO15,1,1992.475,200,5.783,32.758,25.808,0.63334
LO15,1,1992.475,250,5.723,32.928,25.95,0.741146
LO16,1,1992.554,0,13.169,24.268,18.066,0
LO16,1,1992.554,10,12.967,28.606,21.452,0.071504
LO16,1,1992.554,20,11.912,30.026,22.746,0.127383
LO16,1,1992.554,30,11.183,30.514,23.253,0.176005
LO16,1,1992.554,50,8.987,31.144,24.102,0.257806
LO16,1,1992.554,75,6.186,31.595,24.84,0.342704
LO16,1,1992.554,100,6.741,32.119,25.184,0.416481
LO16,1,1992.554,150,5.737,32.762,25.817,0.54164
LO16,1,1992.554,200,5.583,33.116,26.114,0.644564
LO16,1,1992.554,250,5.525,33.276,26.248,0.737843
HX163,1,1992.561,0,12.686,27.832,20.906,0
HX163,1,1992.561,10,12.161,28.41,21.449,0.066703
HX163,1,1992.561,20,12.227,29.723,22.454,0.126952
HX163,1,1992.561,30,11.622,30.417,23.101,0.176707
HX163,1,1992.561,50,9.006,31.249,24.182,0.261033
HX163,1,1992.561,75,6.404,31.776,24.957,0.345236
HX163,1,1992.561,100,6.562,32.216,25.283,0.417288
HX163,1,1992.561,150,5.804,32.853,25.881,0.539594
HX163,1,1992.561,200,5.597,33.181,26.164,0.640048
HX163,1,1992.561,250,5.525,33.358,26.313,0.731036
LO17,1,1992.773,0,8.096,27.445,21.335,0
LO17,1,1992.773,10,8.815,27.664,21.407,0.060929
LO17,1,1992.773,20,9.018,28.746,22.223,0.120133
LO17,1,1992.773,30,9.574,29.988,23.109,0.173965
LO17,1,1992.773,50,9.582,30.956,23.863,0.260003
LO17,1,1992.773,75,8.542,31.814,24.694,0.351027
LO17,1,1992.773,100,7.706,31.936,24.911,0.430291
LO17,1,1992.773,150,6.182,32.51,25.564,0.565021
LO17,1,1992.773,200,5.552,33.372,26.321,0.666045
LO17,1,1992.773,250,5.474,33.48,26.416,0.751076
HX167,16,1992.822,0,7.764,29.467,22.964,0
HX167,16,1992.822,10,7.802,29.485,22.973,0.049163
HX167,16,1992.822,20,7.863,29.535,23.004,0.098069
HX167,16,1992.822,30,7.88,29.555,23.017,0.14683
HX167,16,1992.822,50,8.918,30.705,23.77,0.239475
HX167,16,1992.822,75,8.493,31.547,24.492,0.332673
HX167,16,1992.822,100,7.73,31.93,24.902,0.414581
HX167,16,1992.822,150,6.526,32.506,25.517,0.555114
HX167,16,1992.822,200,5.588,33.248,26.218,0.661708
HX167,16,1992.822,250,5.532,33.374,26.325,0.749264
LO18,1,1992.888,0,5.856,29.467,23.2,0
LO18,1,1992.888,10,5.875,29.465,23.197,0.045996
LO18,1,1992.888,20,6.03,29.55,23.246,0.092781
LO18,1,1992.888,30,6.843,29.971,23.48,0.13858
LO18,1,1992.888,50,7.254,30.58,23.906,0.22358
LO18,1,1992.888,75,7.37,31.438,24.565,0.315743
LO18,1,1992.888,100,7.501,31.904,24.913,0.396111
LO18,1,1992.888,150,7.186,32.334,25.294,0.540118
LO18,1,1992.888,200,5.871,33.009,25.996,0.66169
LO18,1,1992.888,250,5.585,33.339,26.291,0.755833
LO19,1,1992.976,0,4.894,30.598,24.198,0
LO19,1,1992.976,10,4.895,30.583,24.186,0.036726
LO19,1,1992.976,20,4.892,30.604,24.203,0.074112
LO19,1,1992.976,30,4.868,30.611,24.211,0.111408
LO19,1,1992.976,50,4.868,30.6,24.202,0.186049
LO19,1,1992.976,75,6.556,31.17,24.46,0.282913
LO19,1,1992.976,100,6.872,31.512,24.689,0.368753
LO19,1,1992.976,150,6.657,32.076,25.161,0.523385
LO19,1,1992.976,200,6.704,32.653,25.609,0.655941
LO19,1,1992.976,250,5.909,33.286,26.209,0.764617
LO22,2,1993.261,0,3.762,30.753,24.431,0
LO22,2,1993.261,10,3.743,30.85,24.51,0.034727
LO22,2,1993.261,20,3.805,30.849,24.504,0.069106
LO22,2,1993.261,30,3.81,31.018,24.637,0.10332
LO22,2,1993.261,50,3.86,31.312,24.867,0.16794
