Indicator,state,mean,sd,lower,upper
dat,1,0.7974452692430101,0.8232415364702633,-0.8160784928161233,2.4109690313021432
dat,2,-1.7150118490390547,1.203884946058564,-4.074582984843786,0.6445592867656762
