Indicator,state,mean,sd,lower,upper
dat,1,2.4797475965976314,0.5336976101877621,1.4337195019945208,3.525775691200742
dat,2,-0.15106360070839406,0.5917263517563256,-1.3108259388540715,1.0086987374372831
dat,3,-5.805348081890631,2.6372715363989085,-10.974305310685105,-0.6363908530961568
