Indicator,state,mean,sd,lower,upper
dat,1,2.4107870090473353,0.9849474215983516,0.480325536048978,4.3412484820456925
dat,2,-1.0479754991964911,0.8693623995917823,-2.7518944919097033,0.6559434935167208
