Indicator,state,mean,sd,lower,upper
dat,1,2.323173800301865,1.032495059857271,0.29952066876608674,4.346826931837644
dat,2,-0.5511640809238447,0.27614478997374275,-1.0923979237907577,-0.009930238056931606
dat,3,-2.08689123383076,0.42143474815754906,-2.912888162053264,-1.2608943056082564
